id,collection_name,created_at,duration_seconds,has_audio,resolution,visual_prompt,audio_prompt,compound_prompt,parent_generation_id,filename_stem
72b8186d-42df-4b39-b0d4-726de421f7df,MARKOV_POET_00,2025-07-19T04:40:16.329000Z,5,False,720p,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",0a69c776-b9de-4d1e-8e0a-cc8e9526baad,20250719_044016_72b8186d_720p_9s_silent_overhead_drone_shot_of_poet_in_an_unknow
64024978-fee8-43b5-86a3-63f73a994ae3,MARKOV_POET_00,2025-07-19T04:52:57.975000Z,5,False,720p,overhead drone shot,,overhead drone shot,72b8186d-42df-4b39-b0d4-726de421f7df,20250719_045257_64024978_720p_13s_silent_overhead_drone_shot_of_poet_in_an_unknow
cb195db7-e9a2-41d2-87b7-bd95e19a3059,MARKOV_POET_00,2025-07-19T05:07:02.941000Z,5,False,720p,,,Keyframed Visual Continuity,7afdca28-365a-411f-acf7-fb6c4a564366,20250719_050702_cb195db7_720p_5s_silent_interpolated_sequence
dc67dc88-5180-4543-851a-e9465469b84f,MARKOV_POET_00,2025-07-19T05:11:47.582000Z,5,False,720p,,,Keyframed Visual Continuity,a3a0bf99-2cb0-49aa-a6b8-465711da8948,20250719_051147_dc67dc88_720p_5s_silent_interpolated_sequence
05df5f1b-df80-43bf-ae32-ae25ad6c75c8,MARKOV_POET_00,2025-07-19T05:13:59.797000Z,5,False,720p,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",affc5183-bd56-4f5a-9e94-cb0b7e5fd054,20250719_051359_05df5f1b_720p_5s_silent_my_journey_brings_me_to_dim_bedroom_as_e
7a701277-2916-4143-9fd8-ee86ecd826f7,MARKOV_POET_00,2025-07-19T05:15:06.393000Z,5,False,720p,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",441d3237-f741-4453-ae31-2e941e862268,20250719_051506_7a701277_720p_5s_silent_my_journey_brings_me_to_dim_bedroom_as_e
8342f352-7969-4ad9-98f2-ebe30d9aa9b9,MARKOV_POET_00,2025-07-19T05:15:48.648000Z,5,False,720p,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",ffbca706-31a9-4239-9b07-fc57b8bcb795,20250719_051548_8342f352_720p_5s_silent_my_journey_brings_me_to_dim_bedroom_as_e
c42d545f-fd51-4e12-bb19-8d0afdf709df,MARKOV_POET_00,2025-07-19T05:21:34.341000Z,5,False,720p,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",a92a690e-ac79-4d32-b3bc-2cbcd60565a7,20250719_052134_c42d545f_720p_5s_silent_my_journey_brings_me_to_dim_bedroom_as_e
773afeb6-35e3-4273-af54-18b066fd3621,MARKOV_POET_00,2025-07-19T05:23:17.593000Z,5,False,720p,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",f5735547-6497-4fb7-aa79-d6501224cb2f,20250719_052317_773afeb6_720p_5s_silent_id_poet_type_character_name_poet_traits
a8922cd9-fa16-4930-9b61-eac9bfc2eaf1,MARKOV_POET_00,2025-07-19T05:26:34.201000Z,5,False,720p,"At this point, POET is in a state of You_Falling (Engaging EX), navigating the Dim Bedroom. A key transformation occurring is the Subjective Frame Recalibration, which is intended to address its causes: Blurred Perception (Vape Haze). This leads to the new state: "": Disoriented"".",,"At this point, POET is in a state of You_Falling (Engaging EX), navigating the Dim Bedroom. A key transformation occurring is the Subjective Frame Recalibration, which is intended to address its causes: Blurred Perception (Vape Haze). This leads to the new state: "": Disoriented"".",a6f7c4a5-4379-4fc4-bff1-6bec32e984cf,20250719_052634_a8922cd9_720p_5s_silent_at_this_point_poet_is_in_a_state_of_you
e4c9215f-2e57-45ec-9e5c-605ac8441ffa,MARKOV_POET_00,2025-07-19T05:27:44.041000Z,5,False,720p,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",f1d85108-a8c3-493a-8b57-a37db5cf95cb,20250719_052744_e4c9215f_720p_5s_silent_id_poet_type_character_name_poet_traits
db9c23a4-f15b-4751-8db5-c0fe3d93ec76,MARKOV_POET_00,2025-07-19T05:29:21.659000Z,5,False,720p,"POET is currently in a state of You_Falling (Engaging EX) at Dim Bedroom. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Subjective Frame Recalibration, is transforming the experience, leading to "": Disoriented"".",,"POET is currently in a state of You_Falling (Engaging EX) at Dim Bedroom. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Subjective Frame Recalibration, is transforming the experience, leading to "": Disoriented"".",a792b720-e3e6-4bc7-9f94-72a42f4afad3,20250719_052921_db9c23a4_720p_5s_silent_poet_is_currently_in_a_state_of_you_fall
c3da8350-da21-4dee-bdd6-e9cfdd089186,MARKOV_POET_00,2025-07-19T05:37:13.936000Z,5,False,720p,"""timestamp"": ""00:01:03"",
          ""image_path"": ""/Users/gaia/resurrecting atlantis/CAT/WHISKER/WGY004_PI__Subjective_Frame_Recalibration__A_televi_c6143380-89c4-4c46-b3b0-cf6ee0b53735_0.png"",
          ""id"": ""WGY004"",
          ""poem"": ""WHERE YOU GO WHEN YOU LEAVE PART 2"",
          ""imageType"": ""Perception-Image"",
          ""syntagmaType"": ""Descriptive Syntagma (DS)"",
          ""content"": ""TV displays images of world's chaos."",
          ""cineosisFunction"": ""Subjective Frame Recalibration"",
          ""operativeEkphrasis"": ""A television screen cycles through rapid, chaotic world events."",
          ""styleConditioning"": ""Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones."",
          ""full_prompt"": ""PI · Subjective Frame Recalibration · A television screen cycles through rapid, chaotic world events · Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones.""
        },",,"""timestamp"": ""00:01:03"",
          ""image_path"": ""/Users/gaia/resurrecting atlantis/CAT/WHISKER/WGY004_PI__Subjective_Frame_Recalibration__A_televi_c6143380-89c4-4c46-b3b0-cf6ee0b53735_0.png"",
          ""id"": ""WGY004"",
          ""poem"": ""WHERE YOU GO WHEN YOU LEAVE PART 2"",
          ""imageType"": ""Perception-Image"",
          ""syntagmaType"": ""Descriptive Syntagma (DS)"",
          ""content"": ""TV displays images of world's chaos."",
          ""cineosisFunction"": ""Subjective Frame Recalibration"",
          ""operativeEkphrasis"": ""A television screen cycles through rapid, chaotic world events."",
          ""styleConditioning"": ""Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones."",
          ""full_prompt"": ""PI · Subjective Frame Recalibration · A television screen cycles through rapid, chaotic world events · Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones.""
        },",94cb576c-2ebf-4a84-9e64-ad296363c670,20250719_053713_c3da8350_720p_5s_silent_timestamp_000103_image_path_usersgaiares
98f0499c-9364-4e79-a15f-d5668a66d6b1,MARKOV_POET_00,2025-07-19T05:40:51.896000Z,5,False,720p,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",be18f17d-d626-47f1-a60e-e37eb26e2c58,20250719_054051_98f0499c_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow
234d5fdb-dfcb-4359-ba11-0085dd68337b,MARKOV_POET_00,2025-07-19T05:41:02.455000Z,5,False,720p,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",be18f17d-d626-47f1-a60e-e37eb26e2c58,20250719_054102_234d5fdb_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow
67bef226-5aad-447f-ba01-cbd1dab5f0dd,MARKOV_POET_00,2025-07-19T05:52:38.778000Z,5,False,720p,"""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""",,"""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""",de0f0438-6411-4e33-9e13-2467b6b6697e,20250719_055238_67bef226_720p_5s_silent_full_prompt_cs_causal_motion_trigger_ex
ebe2426d-1585-4063-ae04-58f35167597a,MARKOV_POET_00,2025-07-19T05:53:29.713000Z,5,False,720p,,,Keyframed Visual Continuity,7a3e62e9-c4f7-48b6-8576-e23778f39208,20250719_055329_ebe2426d_720p_9s_silent_interpolated_sequence
67e5b1cb-8b37-432f-8da1-2c0c35fcb7dc,MARKOV_POET_00,2025-07-19T05:58:41.617000Z,5,False,1080p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",1a518c63-72ad-4338-9cf5-6263c9b54f8c,20250719_055841_67e5b1cb_1080p_21s_silent_full_prompt_ds_mood_environment_stabiliz
349b41ba-e0e2-4a5a-8a1d-c98921a2b5bb,MARKOV_POET_00,2025-07-19T06:02:09.508000Z,5,False,720p,,,Keyframed Visual Continuity,7a3e62e9-c4f7-48b6-8576-e23778f39208,20250719_060209_349b41ba_720p_9s_silent_interpolated_sequence
445aad93-735b-4c7f-a121-a2271dc8f36a,MARKOV_POET_00,2025-07-19T06:06:38.124000Z,5,False,720p,,,Keyframed Visual Continuity,c7af5ef2-572f-4ef8-a998-b28c877f49f8,20250719_060638_445aad93_720p_25s_silent_interpolated_sequence
