id,created_at,duration_seconds,has_audio,resolution,visual_prompt,audio_prompt,compound_prompt,parent_generation_id,filename_stem
db9c23a4-f15b-4751-8db5-c0fe3d93ec76,2025-07-19T05:29:21.659000Z,5,False,720p,"POET is currently in a state of You_Falling (Engaging EX) at Dim Bedroom. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Subjective Frame Recalibration, is transforming the experience, leading to "": Disoriented"".",,"POET is currently in a state of You_Falling (Engaging EX) at Dim Bedroom. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Subjective Frame Recalibration, is transforming the experience, leading to "": Disoriented"".",a792b720-e3e6-4bc7-9f94-72a42f4afad3,20250719_052921_db9c23a4_720p_5s_silent_poet_is_currently_in_a_state_of_you_fall
c3da8350-da21-4dee-bdd6-e9cfdd089186,2025-07-19T05:37:13.936000Z,5,False,720p,"""timestamp"": ""00:01:03"",
          ""image_path"": ""/Users/gaia/resurrecting atlantis/CAT/WHISKER/WGY004_PI__Subjective_Frame_Recalibration__A_televi_c6143380-89c4-4c46-b3b0-cf6ee0b53735_0.png"",
          ""id"": ""WGY004"",
          ""poem"": ""WHERE YOU GO WHEN YOU LEAVE PART 2"",
          ""imageType"": ""Perception-Image"",
          ""syntagmaType"": ""Descriptive Syntagma (DS)"",
          ""content"": ""TV displays images of world's chaos."",
          ""cineosisFunction"": ""Subjective Frame Recalibration"",
          ""operativeEkphrasis"": ""A television screen cycles through rapid, chaotic world events."",
          ""styleConditioning"": ""Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones."",
          ""full_prompt"": ""PI · Subjective Frame Recalibration · A television screen cycles through rapid, chaotic world events · Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones.""
        },",,"""timestamp"": ""00:01:03"",
          ""image_path"": ""/Users/gaia/resurrecting atlantis/CAT/WHISKER/WGY004_PI__Subjective_Frame_Recalibration__A_televi_c6143380-89c4-4c46-b3b0-cf6ee0b53735_0.png"",
          ""id"": ""WGY004"",
          ""poem"": ""WHERE YOU GO WHEN YOU LEAVE PART 2"",
          ""imageType"": ""Perception-Image"",
          ""syntagmaType"": ""Descriptive Syntagma (DS)"",
          ""content"": ""TV displays images of world's chaos."",
          ""cineosisFunction"": ""Subjective Frame Recalibration"",
          ""operativeEkphrasis"": ""A television screen cycles through rapid, chaotic world events."",
          ""styleConditioning"": ""Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones."",
          ""full_prompt"": ""PI · Subjective Frame Recalibration · A television screen cycles through rapid, chaotic world events · Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones.""
        },",94cb576c-2ebf-4a84-9e64-ad296363c670,20250719_053713_c3da8350_720p_5s_silent_timestamp_000103_image_path_usersgaiares
98f0499c-9364-4e79-a15f-d5668a66d6b1,2025-07-19T05:40:51.896000Z,5,False,720p,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",be18f17d-d626-47f1-a60e-e37eb26e2c58,20250719_054051_98f0499c_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow
234d5fdb-dfcb-4359-ba11-0085dd68337b,2025-07-19T05:41:02.455000Z,5,False,720p,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes.",be18f17d-d626-47f1-a60e-e37eb26e2c58,20250719_054102_234d5fdb_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow
67bef226-5aad-447f-ba01-cbd1dab5f0dd,2025-07-19T05:52:38.778000Z,5,False,720p,"""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""",,"""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""",de0f0438-6411-4e33-9e13-2467b6b6697e,20250719_055238_67bef226_720p_5s_silent_full_prompt_cs_causal_motion_trigger_ex
ebe2426d-1585-4063-ae04-58f35167597a,2025-07-19T05:53:29.713000Z,5,False,720p,,,Keyframed Visual Continuity,7a3e62e9-c4f7-48b6-8576-e23778f39208,20250719_055329_ebe2426d_720p_9s_silent_interpolated_sequence
67e5b1cb-8b37-432f-8da1-2c0c35fcb7dc,2025-07-19T05:58:41.617000Z,5,False,1080p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",1a518c63-72ad-4338-9cf5-6263c9b54f8c,20250719_055841_67e5b1cb_1080p_21s_silent_full_prompt_ds_mood_environment_stabiliz
349b41ba-e0e2-4a5a-8a1d-c98921a2b5bb,2025-07-19T06:02:09.508000Z,5,False,720p,,,Keyframed Visual Continuity,7a3e62e9-c4f7-48b6-8576-e23778f39208,20250719_060209_349b41ba_720p_9s_silent_interpolated_sequence
445aad93-735b-4c7f-a121-a2271dc8f36a,2025-07-19T06:06:38.124000Z,5,False,720p,,,Keyframed Visual Continuity,c7af5ef2-572f-4ef8-a998-b28c877f49f8,20250719_060638_445aad93_720p_25s_silent_interpolated_sequence
bbcdf587-6dcc-4d43-b8de-52341f309bc3,2025-07-19T06:15:51.847000Z,5,False,720p,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]",445aad93-735b-4c7f-a121-a2271dc8f36a,20250719_061551_bbcdf587_720p_32s_silent_id_poet_type_character_name_poet_traits
4c1980ee-1468-438e-a708-b7ebc5276da6,2025-07-19T06:41:21.404000Z,5,False,720p,full prompt    ds,,full prompt    ds,67e5b1cb-8b37-432f-8da1-2c0c35fcb7dc,20250719_064121_4c1980ee_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz
a1e1a8ae-4209-4c49-8544-edc12c251983,2025-07-19T06:54:20.410000Z,5,False,720p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",8b14aa65-8161-45df-aa62-841d891537cc,20250719_065420_a1e1a8ae_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz
a9a29752-9822-476b-9416-884bc0f62b76,2025-07-19T07:00:45.333000Z,5,False,720p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",ff4e2dd3-f2a1-4150-9597-c1b595c8a4a7,20250719_070045_a9a29752_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz
b3ac7019-b817-41d1-b2d9-0e9ddd7bfe37,2025-07-19T07:17:36.043000Z,5,False,720p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",a9a29752-9822-476b-9416-884bc0f62b76,20250719_071736_b3ac7019_720p_33s_silent_interpolated_sequence
5b9ec655-7306-4267-a79e-1357e39e908f,2025-07-19T07:19:53.927000Z,5,False,720p,"POET is currently in a state of You_Falling (Engaging EX) at Inky Abyss. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Descent Initiated, is transforming the experience, leading to "": You_Falling"".",,"POET is currently in a state of You_Falling (Engaging EX) at Inky Abyss. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Descent Initiated, is transforming the experience, leading to "": You_Falling"".",67bef226-5aad-447f-ba01-cbd1dab5f0dd,20250719_071953_5b9ec655_720p_13s_silent_poet_is_currently_in_a_state_of_you_fall
4cfa729a-b8d4-4a0a-ba8b-27695912c8be,2025-07-19T07:34:04.142000Z,5,False,720p,,,Keyframed Visual Continuity,1457af04-1351-4d4b-8121-a1c164a973b7,20250719_073404_4cfa729a_720p_5s_silent_interpolated_sequence
8aff03e4-a15d-4067-8a26-60689485fda6,2025-07-19T07:38:30.409000Z,5,False,720p,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",4cfa729a-b8d4-4a0a-ba8b-27695912c8be,20250719_073830_8aff03e4_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins
d5abc940-54af-4992-b173-cd32e82b1b17,2025-07-19T07:51:24.108000Z,5,False,720p,"POV shot through a glitching filter of POET in Inky Abyss - EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious.. Focus on the visual impact of: Descent Initiated. The scene's ambiance is Vibrant, kaleidoscopic light with a Psychedelic, abstract style. Use Camera dollies forward, framed as in a symmetrical layout, aspect ratio 9:16. Add flavor:",,"POV shot through a glitching filter of POET in Inky Abyss - EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious.. Focus on the visual impact of: Descent Initiated. The scene's ambiance is Vibrant, kaleidoscopic light with a Psychedelic, abstract style. Use Camera dollies forward, framed as in a symmetrical layout, aspect ratio 9:16. Add flavor:",4cfa729a-b8d4-4a0a-ba8b-27695912c8be,20250719_075124_d5abc940_720p_9s_silent_pov_shot_through_a_glitching_filter_of_p
8e5ebf2d-9325-4df3-b370-ba040df33148,2025-07-19T07:54:31.943000Z,5,False,720p,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""INKY_ABYSS"",
    ""type"": ""Location"",
    ""name"": ""Inky Abyss"",
    ""traits"": [
      ""Profound-Void"",
      ""Unconscious-Descent"",
      ""No-Place""
    ],
    ""fixed_position"": [
      0.5,
      0.1
    ]
  }
]",,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""INKY_ABYSS"",
    ""type"": ""Location"",
    ""name"": ""Inky Abyss"",
    ""traits"": [
      ""Profound-Void"",
      ""Unconscious-Descent"",
      ""No-Place""
    ],
    ""fixed_position"": [
      0.5,
      0.1
    ]
  }
]",6b29a61f-ac78-4da3-9788-f1e58e94b419,20250719_075431_8e5ebf2d_720p_5s_silent_id_poet_type_character_name_poet_traits
d1dfc1d0-11bf-4d2c-bf07-2953a7ea7e44,2025-07-19T08:11:27.124000Z,5,False,720p,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",8e5ebf2d-9325-4df3-b370-ba040df33148,20250719_081127_d1dfc1d0_720p_9s_silent_here_in_inky_abyss_a_new_chapter_begins
3af36c41-44c7-484c-a524-ce74612ce833,2025-07-19T08:16:08.239000Z,5,False,720p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",b3ac7019-b817-41d1-b2d9-0e9ddd7bfe37,20250719_081608_3af36c41_720p_28s_silent_interpolated_sequence
eb298ed7-27f0-453c-b743-5ec0f252157d,2025-07-19T08:17:27.427000Z,5,False,720p,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX).",d1dfc1d0-11bf-4d2c-bf07-2953a7ea7e44,20250719_081727_eb298ed7_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins
af9410b7-1687-472a-955e-ddd4798a0e18,2025-07-19T08:25:58.413000Z,5,False,720p,here in inky abyss,,here in inky abyss,eb298ed7-27f0-453c-b743-5ec0f252157d,20250719_082558_af9410b7_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins
cc6917c6-ac49-4a5a-adb5-75f43085d1dc,2025-07-19T08:31:33.319000Z,5,False,720p,here in inky abyss,,here in inky abyss,eb298ed7-27f0-453c-b743-5ec0f252157d,20250719_083133_cc6917c6_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins
6e80b1bd-7b50-4cc6-921a-1f76d8bee404,2025-07-19T08:34:55.124000Z,5,False,720p,here in inky abyss,,here in inky abyss,af9410b7-1687-472a-955e-ddd4798a0e18,20250719_083455_6e80b1bd_720p_25s_silent_here_in_inky_abyss_a_new_chapter_begins
c81cb1b0-52a4-4137-b56f-9b2eb0132d0a,2025-07-19T08:51:21.583000Z,5,False,720p,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX).",ef144131-354c-4cac-b3a2-fc6b357f597a,20250719_085121_c81cb1b0_720p_26s_silent_my_journey_brings_me_to_dim_bedroom_as_e
84592d51-5519-4ef3-9e82-728d1d45d0fa,2025-07-19T09:36:42.305000Z,5,False,1080p,should feel more abstact this is pre film.  think of this like art film like saul bass and john whitney would make,,should feel more abstact this is pre film.  think of this like art film like saul bass and john whitney would make,2d3f48af-4e6d-4aa8-b635-6831277c3f21,20250719_093642_84592d51_1080p_5s_silent_should_feel_more_abstact_this_is_pre_fil
9d16432c-6ef6-4d3e-ab06-8876fe3dbcbd,2025-07-19T09:38:18.785000Z,5,False,720p,more minimal and abstract with neon touches more grit and grain,,more minimal and abstract with neon touches more grit and grain,4324c3f9-2dec-448a-9b46-a6b171b8d2ff,20250719_093818_9d16432c_720p_5s_silent_more_minimal_and_abstract_with_neon_touc
e3e52e35-c512-4041-9e21-0a32600b1570,2025-07-19T09:39:50.198000Z,5,False,720p,more minimal and abstract with neon touches more grit and grain,,more minimal and abstract with neon touches more grit and grain,4324c3f9-2dec-448a-9b46-a6b171b8d2ff,20250719_093950_e3e52e35_720p_5s_silent_more_minimal_and_abstract_with_neon_touc
a11b84af-ea36-4e1b-a2a3-4870b3d1da2d,2025-07-19T09:48:07.866000Z,5,False,720p,,,Keyframed Visual Continuity,d0eccc44-151f-42ba-bf20-bc2177cdb1db,20250719_094807_a11b84af_720p_9s_silent_interpolated_sequence
b072cfc2-6718-457c-ad6f-05cae38d884a,2025-07-19T09:53:18.127000Z,5,False,720p,,,Keyframed Visual Continuity,c4ea9327-becb-43cc-a817-636d21706cf9,20250719_095318_b072cfc2_720p_13s_silent_interpolated_sequence
8478f997-0b09-41f3-93f2-de5c144d0b8b,2025-07-19T09:57:36.529000Z,5,False,720p,more minimal and,,more minimal and,e3e52e35-c512-4041-9e21-0a32600b1570,20250719_095736_8478f997_720p_9s_silent_more_minimal_and_abstract_with_neon_touc
173e50a6-417d-42dc-b48f-22b161ffa83c,2025-07-19T10:02:45.834000Z,5,False,720p,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },",8e1b4bd1-a70c-4081-b0e0-5bedb4ae5af8,20250719_100245_173e50a6_720p_22s_silent_interpolated_sequence
706766af-c9c4-4f8b-bd21-5849851c3a95,2025-07-19T10:10:13.327000Z,5,False,720p,,,Keyframed Visual Continuity,b072cfc2-6718-457c-ad6f-05cae38d884a,20250719_101013_706766af_720p_39s_silent_interpolated_sequence
